I1,C3,T3,T5,S2_Prime,industry_4,market_cap,C5,C6,C5_Prime,C6_Prime,industry_1,industry_2,Y1,Y2
IPCM,0.35462774906118194,0.42184459746643865,0.5694148982426384,0.6886700197743938,0,0.834964556550294,0.7262433754783704,0.6286250390833716,0.39359922420062554,0.0,0,1,0,1
IPDN,0.4284618126145417,0.3508416074781735,0.4904782298759831,0.43695320343492394,0,0.7801897044841509,1.0,0.7547142581567412,0.2733265491631133,0.0,0,1,1,0
IPGP,0.39012718363765214,0.46989587173610614,0.5635216509311025,0.5980145330165165,0,0.8603412901367824,0.5420523449681784,0.534213707854617,0.48131610966009497,0.5166788264468255,1,0,0,1
IPHI,0.3971967643935239,0.5129231558163259,0.6339686891013714,0.6915146927527238,0,0.8341973136209133,0.6398260301434107,0.5817454953622612,0.43049855612756505,0.44964431302260927,1,0,0,1
IPHS,0.4019692110920328,0.501437507621612,0.6027473568702364,0.7683798733235516,0,0.8344857270534739,0.6698163093462917,0.5399698977111429,0.3594236956435427,0.0,0,0,1,1
IPI,0.3999000953955622,0.4768634404884229,0.596663938456913,0.6747909673503276,0,0.9222079180256215,0.45291669285381886,0.34527224815999435,0.37099407410469604,0.5227579585747103,0,0,0,1
IPMT,0.3412731120270894,0.33998816160701884,0.5302913094240054,0.5838828726118095,0,0.8345306515446825,0.7277436386223552,0.6355969155517354,0.39888793435269754,0.4054801330382267,0,1,0,1
IRWD,0.33388036277945027,0.6800455615605041,0.7798007016632593,0.490518376045201,0,0.8547148718994972,0.416293461998551,0.43458867625335174,0.511729572976229,0.0,1,0,1,1
ISLN,0.3428911485568674,0.5237915851922468,0.6053133900379453,0.3933146601601387,0,0.8544970920652278,0.4864276670025429,0.5467842996258323,0.5527761974117962,0.5071438223115086,1,0,0,1
ITC,0.38280366895666446,0.5189214809618186,0.663346411620285,0.4563177093509738,0,0.8360291029229501,0.5845337870987457,0.4802987019070173,0.3817636707691956,0.5313292845913056,0,0,0,0
ITLN,0.34472644726520174,0.4090249209881067,0.5747069488803531,0.5444491726356,0,0.8105101363701238,0.602095462577946,0.5649657352894266,0.451182525746071,0.0,1,0,1,1
IVII,0.4291546013444083,0.4555938352462521,0.547150905536175,0.674307995438644,0,0.8116006454530447,0.7590733063010315,0.7423791008418972,0.4688103375574648,0.5503212081491046,0,1,0,1
IWA,0.4047333318084917,0.4962969834462658,0.5836116752629534,0.6036685490143803,0,0.8782764781025745,0.5969586819942467,0.41331437591895526,0.29684098412979504,0.0,0,0,0,1
JOR,0.31272462642343934,0.4872107547892166,0.5650069955076367,0.6237818595675535,0,0.8480199493673954,0.5218776409738854,0.42608323915519986,0.3880150849346726,0.0,0,0,1,0
KAR,0.32301808619631156,0.36824106837977233,0.5286027869496654,0.8632514666850668,0,0.8691035830741666,0.36691351859180976,0.3724136528109643,0.4986455705766867,0.0,0,0,1,1
KBAY,0.40562024857421286,0.4503314274612742,0.5630247252241567,0.6447664240889475,0,0.8356321095852497,0.5889473852253797,0.5731277387880729,0.4725549341688662,0.0,0,1,1,1
KCI,0.41085794575723256,0.46268799990326004,0.5585109954475853,0.6372189505549029,0,0.898137411858068,0.4754941832652051,0.42258912217398237,0.43356406503750544,0.4149132666831218,1,0,0,1
KEYW,0.3523545396559045,0.4548622889600633,0.5944578351546039,0.5086057673139983,0,0.8340446144336507,0.6417327068922205,0.532369318604065,0.37895053118330313,0.0,0,1,1,1
KIOR,0.33958812664750604,0.5138618990078014,0.6650597915818308,0.482111238073633,0,0.8462281713870443,0.5571453254749699,0.5167159745638852,0.447758144320081,0.0,1,0,1,0
KIPS,0.33470918904490254,0.39411441566662875,0.5492520365053952,0.7310154486918901,0,0.7733556090928322,0.7162772588793018,0.8016508128416602,0.5606059413222029,1.0,1,0,0,0
KNOL,0.2203786062164761,0.4508869300116096,0.5775506379326478,0.4585869864789136,0,0.8139923230681825,0.6493183316144044,0.6034446675847658,0.4425616221907718,0.0,0,0,1,1
KNTA,0.3315961039467004,0.169299692966987,0.41364873882561093,0.45898428655142753,0,0.8110736428662211,0.6490694002494202,0.6355969155517354,0.473893014545268,0.0,0,1,1,1
KNXA,0.3431800633147468,0.4583244143034211,0.6120399214828895,0.564753637245327,0,0.8162337920722688,0.7045081906735202,0.6355969155517354,0.4206900922582472,0.0,0,1,1,1
KONA,0.38511805380923453,0.3430156302221854,0.5105108902452533,0.5433417330493688,1,0.7951681121052216,0.9248682497379122,0.7641019246528842,0.3431257128475438,0.36246012433429736,0,0,0,1
KORS,0.394185781565014,0.49593644468349174,0.5336371811894263,0.45785385537115264,0,0.9129859215318279,0.31312585408280924,0.2798776235483995,0.45328456895164104,0.48074985676913606,1,0,0,1
KRA,0.4099183550523975,0.4789285583171896,0.5766060462913718,0.728575935738915,0,0.8437410895074426,0.6034432682086717,0.5119363279772742,0.3958355486048485,0.0,1,0,1,1
LDIS,0.4045503638821672,0.32834666101709997,0.4891757342229637,0.44025886430558714,0,0.8249765767486257,0.6171856318302389,0.6034446675847658,0.4741794568825144,0.4252903702829902,1,0,0,0
LGBT,0.3166145078816725,0.35151862477042917,0.5908903641740539,0.5099377805612209,0,0.884722675540246,0.7106124596282708,0.6485783527951812,0.42730886934418155,0.0,0,1,1,1
LHCG,0.40711287336644064,0.48764689656852145,0.6023173174722625,0.5389225314144976,0,0.8264011904520356,0.705621918851218,0.6428861017234961,0.42659926575654983,0.4252903702829902,0,1,0,1
LIMC,0.3983411291738857,0.3599736400111424,0.4885221362586829,0.4019266431677382,0,0.8152757558429844,0.7536368300331056,0.658535242501598,0.39672586358666584,0.36246012433429736,0,0,0,1
LIMS,0.40085442741373717,0.39801564310853177,0.5992878218937507,0.5747866436255133,0,0.7915165007568942,0.8286178358629162,0.798097045002538,0.45540728672729863,0.0,0,1,1,1
LINC,0.40417843929867675,0.45431268526399293,0.6091175431492004,0.45657567359171214,0,0.8258354680456164,0.6351077196076513,0.6758549630351451,0.5256103637976337,0.0,0,1,0,1
LLNW,0.35555397063657906,0.5257643243599897,0.6065873712159469,0.6326608266930915,0,0.8745458627997291,0.44366413916289815,0.4409921855955199,0.48833204839914246,0.5358322898371244,0,1,0,1
LMAT,0.3703360122229068,0.4642621747263065,0.5679535324396201,0.7425892942438954,0,0.7975161673161555,0.7206592265735896,0.6187075649801672,0.3892529555420554,0.0,1,0,1,0
LNKD,0.3921190149502041,0.5464871303399752,0.6737991786454294,0.3735300750353967,0,0.8986631605069993,0.41696056048820473,0.557431670619092,0.639581887471337,0.3254872647376677,0,1,0,1
LOCK,0.33848906903982845,0.7120816208901739,0.7265455500456504,0.5772921930020194,0,0.8418376529975794,0.43084732705276707,0.4439704740711994,0.5057132677100161,0.0,0,1,1,0
LOGM,0.3450590766675118,0.6312243399370043,0.6829065651045338,0.4017306772185072,0,0.8423878886650107,0.6603829753140236,0.5851587325354917,0.41384355509291837,0.4054801330382267,0,1,0,1
LPI,0.40711287336644064,0.6179438697717301,0.6751190831784235,0.6924681398851549,0,0.8708080651946845,0.37483191109942027,0.4269704567091912,0.5503623164852012,0.0,0,0,1,1
LPR,0.3999000953955622,0.471650015243001,0.5886366597619579,0.7058166507233559,0,0.8536710369320406,0.43316373841692446,0.4511712005021087,0.5109244829715762,0.0,0,0,1,0
LQDT,0.39455849441206997,0.5223586090554426,0.658140440894607,0.23906161972724194,0,0.8310269266747358,0.6177221878233965,0.5607682442497879,0.4313897523166309,0.0,0,1,0,1
LTM,0.4083448036261757,0.39527618995554636,0.50502444459346,0.3122915410177711,0,0.8569621602518003,0.5845774640376273,0.5183765869647416,0.4214826924569082,0.3028534321386899,0,1,0,1
LULU,0.3789806025839913,0.6585065078382137,0.6793649997332141,0.5058112041427738,1,0.8658982546149975,0.46905130698744735,0.4208740219168723,0.43864737935415365,0.5,0,0,0,0
LUNA,0.34687098385853254,0.4079883429664304,0.5352947844419733,0.3797055193277852,0,0.7815749313393496,0.804678729252803,0.7004396007437679,0.3895288923710384,0.0,0,1,1,0
LVS,0.5225572675757233,0.539259410391701,0.6036053980992768,0.5273802684341398,0,0.9120020696224395,0.22826553939577465,0.37976099676071673,0.6737162768084547,0.5428835233189815,0,1,0,1
MA,0.39617337434533545,0.4777941600027833,0.6626580213326141,0.5964941006290196,0,0.8671027393336129,0.4525532887684136,0.2429445340641072,0.2489307185014252,0.0,0,1,1,0
MACK,0.3321787474708007,0.6059586824878274,0.7534916222014962,0.5228826873380079,0,0.8280772488628524,0.4203960421303812,0.45875273798094707,0.5332619815582692,0.0,1,0,1,0
MAKO,0.32866662705144367,0.4435999929964125,0.5849913725052671,0.5895767899382296,0,0.807939355817094,0.6866639593243207,0.632072969567048,0.43425401045437895,0.0,1,0,1,0
MANU,0.39012718363765214,0.5827974782648142,0.6687916030263996,0.430978607783413,0,0.8607573069829504,0.3352187476869517,0.43458867625335174,0.6046587137189072,0.0,0,1,1,0
MAPP,0.326099655548378,0.3305509361030836,0.5194156166278538,0.4934552369186136,0,0.8196027933818697,0.6787751930238812,0.6355969155517354,0.44517519618050216,0.0,1,0,1,1
MASI,0.43096553036483176,0.5474593596352579,0.626591785724973,0.7229063911129057,0,0.862901844392274,0.5081450274481476,0.4880266413213068,0.4689890762292682,0.0,1,0,0,1
MATH,0.3308915880824736,0.19626827704675343,0.3855145394866346,0.6924969339540228,0,0.0,0.7155740508266124,0.6758549630351451,0.44832038308003813,0.0,1,0,1,0
MBLX,0.31544628489082804,0.3565097559287769,0.586364095679514,0.6592752892508917,0,0.8935866338807299,0.6776527896065616,0.5817454953622612,0.39382040986722217,0.4252903702829902,0,1,0,1
MBRX,0.2548543121766179,0.19955155430800442,0.43117545359226694,0.4122243500967211,0,0.7967355075977228,0.6923102397631471,0.6355969155517354,0.4322516414942219,0.0,1,0,1,0
MCP,0.3420589839273823,0.43222020379921267,0.596663938456913,0.6556034389897036,0,0.8751451025696892,0.44016323190630935,0.35482359492397997,0.3960044883466098,0.0,1,0,1,0
MDAS,0.394185781565014,0.6417709870166548,0.7467488526350767,0.6121523747981295,0,0.8658779987000639,0.5421236100321636,0.4703256969956877,0.41464903386167784,0.4054801330382267,0,1,0,1
MDMD,0.40321097840886727,0.512484265059852,0.5904411170524608,0.49259125919331126,0,0.8132357966744364,0.6919506234180943,0.6355969155517354,0.43259371899703447,0.0,0,1,1,0
MDSO,0.38984839760950113,0.584817966014791,0.7218750383769177,0.6344953222958354,0,0.8123572277173639,0.6525881733457801,0.5949504326940582,0.4310574246486443,0.5503212081491046,0,1,0,0
MEDE,0.40379815511942496,0.7215621876174105,0.8082566750699878,0.7217158065467693,0,0.8080669391337457,0.724647898292611,0.6466585096925401,0.4123268411257588,0.0,0,1,1,0
MEDH,0.392563688277145,0.4373208373209847,0.6214264395171176,0.7059833708711589,0,0.8033545130645343,0.5139590812393084,0.6544787132015593,0.6289026866057632,0.0,0,1,1,1
MELA,0.3153037135300757,0.18374857811423828,0.41622287964429083,0.5802826155698828,0,0.8699295597147536,0.7900349351217439,0.6758549630351451,0.3798842474726906,0.0,1,0,1,1
MEMS,0.3812275135865555,0.5999052086859975,0.689229780286702,0.41979584792546687,0,0.8169090470828205,0.6505472607641156,0.6034446675847658,0.44136398677133737,0.0,1,0,1,1
MEND,0.33262769814207893,0.34724251041656107,0.5086943629166112,0.7975060649321906,0,0.7990999036733285,0.7406839358124557,0.7142476740731913,0.4603252893129217,0.0,1,0,1,1
MFLX,0.3996516459755865,0.39835666308978634,0.5080861435737487,0.6138343003250999,0,0.8137623270541621,0.6456537443955543,0.6165903359696197,0.45892517035524905,0.0,1,0,1,1
MG,0.39658607997975864,0.561581444769033,0.6774135914104551,0.6343553669423754,0,0.8358630688387791,0.6232924064292487,0.5398861005026099,0.40476780218066144,0.0,0,1,1,1
MHGC,0.34028718579364853,0.5096504144563037,0.5775506379326478,0.5698356337341828,0,0.8748355394550454,0.5831090094410669,0.42258912217398237,0.3210290074311164,0.0,0,1,0,0
MIPI,0.32879101401585864,0.5408034400095465,0.6407772028290653,0.3964069629046967,0,0.8213768380295158,0.6356095156649015,0.6355969155517354,0.4870677284496061,0.0,1,0,1,1
MJN,0.42063583949281586,0.42016057464600864,0.544501422832403,0.6603926888581388,0,0.9009817129721366,0.3717090519979216,0.34527224815999435,0.46203932576857853,0.4054801330382267,1,0,0,1
MKTG,0.39340325139495047,0.4808115818211318,0.6157516397142442,0.5128059804483565,0,0.833527639677823,0.5374248337338372,0.58638033726361,0.5385037624977393,0.6674165735606047,0,1,0,1
MLNX,0.3956129477783018,0.32228212793198674,0.5669749013875287,0.6663983229033013,0,0.838890365959726,0.6081531733270626,0.6034446675847658,0.48317355916599714,0.5108729549290355,1,0,0,1
MM,0.3703360122229068,0.5932469994183203,0.6728050232103349,0.46776495945548957,0,0.863677238759149,0.45281902491226234,0.5134491997427792,0.5550549611875116,0.6694329500821696,0,1,0,1
MNKD,0.30866989180533283,0.19831460257290434,0.45291263755336986,0.6613203263068241,0,0.8286912966047107,0.5887825886604077,0.5963345434294913,0.49566095305908264,0.0,1,0,0,1
MNTA,0.31544628489082804,0.17055811394679576,0.42545798298135007,0.3615136819283298,0,0.8041982901379441,0.6361487808405837,0.6235890156528834,0.4750010536365288,0.0,1,0,1,1
MOH,0.41072638011186485,0.2020132079048147,0.3615369317855208,0.3263372838386025,0,0.8286912959988844,0.630351311012971,0.5868938919412576,0.4449018131077473,0.30867895949930413,0,0,0,0
MOTR,0.29413256661589826,0.6394132822913461,0.7736875754945087,0.806281907192361,0,0.886091524007328,0.5545913046576931,0.6034446675847658,0.5374907808399325,0.0,1,0,1,1
MOTV,0.3812275135865555,0.49832261289715163,0.6598868766437991,0.6476492804636267,0,0.810591229599171,0.6320178896074964,0.6355969155517354,0.49060059234194553,0.0,0,1,1,1
MPO,0.42479351904115015,0.484075686414537,0.5890888993720007,0.6732840141270564,0,0.9507346159593025,0.47350716825471295,0.37855860739113556,0.3866556967543138,0.0,0,0,1,1
MPWR,0.34687098385853254,0.45144160571586855,0.5513370357917666,0.8504335088448369,0,0.8127054019945062,0.6218324607941579,0.6187075649801672,0.48440748361790165,0.3968502629920499,1,0,0,1
MRC,0.3983411291738857,0.6329537865222381,0.7056016683060156,0.8532569363126965,0,0.8843521825443331,0.40611590934235053,0.3868000895178616,0.4702598911215885,0.0,0,0,1,1
MRIN,0.3321787474708007,0.5681226713054057,0.6920278913688955,0.4987936388301022,0,0.8394204327729334,0.596699800688798,0.5649657352894266,0.4565968403762709,0.5503212081491046,0,1,0,1
MRT,0.38687251868691896,0.5677442370773846,0.626591785724973,0.6223189234594912,1,0.850232305510555,0.7110834488059865,0.5258228536415235,0.3056743430372893,0.5108729549290355,0,0,0,1
MTDR,0.3472687730508631,0.6714026756317146,0.7419015406304932,0.6314234141342514,0,0.8476581282708975,0.50245307092956,0.46992463579525623,0.45587044250144904,0.0,0,0,1,0
MTSI,0.3594445108592581,0.5712167794912313,0.6796888755295885,0.5905315430856135,0,0.8397824581093831,0.5332010463535006,0.6034446675847658,0.5596629841556412,0.3815714141844439,1,0,0,1
MUSA,0.39117070480863836,0.5467733435326241,0.6065873712159469,0.6686345875766695,0,0.8587303910556107,0.5663515104476833,0.49485244648660487,0.41557937278563745,0.4721631957086834,0,0,0,0
MXL,0.39117070480863836,0.42499169138834914,0.6018865960131023,0.5839722689171114,0,0.839028372821846,0.599469918280743,0.5910286516005829,0.4796887495116178,0.5503212081491046,1,0,0,1
MYOG,0.2302116555673398,0.2906119732823953,0.5269037001367056,0.49245231775298004,0,0.8232149057353261,0.6285858693196023,0.6355969155517354,0.4939833197046226,0.0,1,0,1,1
N,0.33649358514713684,0.4251106790617065,0.5502965371125035,0.45984122938878835,0,0.8588373515266888,0.4890334076418803,0.597731004214892,0.6007487105867518,0.9256424845496578,0,1,0,1
NCIT,0.40562024857421286,0.34503675190376804,0.5013042518548236,0.27213760431928247,0,0.8175316505518792,0.7662562522774579,0.6303396983473917,0.35833742466528407,0.0,0,1,1,1
NCMI,0.34408594446605495,0.4901531802289676,0.599722681591268,0.5110279556320387,0,0.9077956298056084,0.41800995768790195,0.31080210747634673,0.3692761066649318,0.4721631957086834,0,1,0,1
NETL,0.29948758842136947,0.4434490157600677,0.5747069488803531,0.7170876837087634,0,0.7966713816274328,0.6824581702267984,0.6101309926002791,0.41707731450569524,0.0,1,0,1,0
NEXT,0.34408594446605495,0.4409870236465383,0.534743373444261,0.38330317181312834,0,0.8302743421945005,0.7024405949878076,0.6219451409542351,0.4095210870376328,0.0,1,0,1,1
NGSX,0.3160972126077294,0.29293731861007233,0.4917745083423155,0.5305570806313589,0,0.8035758180769111,0.7577156062807955,0.6758549630351451,0.40923543501300436,0.0,1,0,1,0
NGVC,0.3921190149502041,0.40753133358381444,0.5234732988643802,0.0,1,0.8409023508217742,0.6569646097079058,0.5732988984642153,0.40539380153948334,0.4149132666831218,0,0,0,1
NHWK,0.3188718109688037,0.5858756408723997,0.6898540790054823,0.5005038340885495,0,0.8415464945363401,0.602868395114724,0.5949504326940582,0.48013830912807176,0.6133748537965211,0,1,0,1
NILE,0.44701850561072004,0.1581845489141771,0.3409289379048219,0.5087918030661145,1,0.8348779847066399,0.6976601520879377,0.6881817831207053,0.47668057845436274,0.4763791616047719,0,0,0,1
NLC,0.32665684780429266,0.5596517563990662,0.7140028981169566,0.7111906985047869,0,0.8978102072570142,0.3563280407448399,0.28839290307513554,0.41277329375852523,0.0,1,0,1,1
NLSN,0.36157146062668083,0.777700040059428,0.8428513676906815,0.821257361429786,0,0.9276792936549948,0.22941787022705817,0.22253669998422687,0.4849398237948739,0.4566711403962942,0,1,0,1
NOR,0.42353006240325214,0.6979936945416854,0.7431855610985354,0.7759205263214215,0,0.8926802112835491,0.5052119435306501,0.5167159745638852,0.501996676975968,0.0,1,0,1,1
NOW,0.3876251929450758,0.6824984586354237,0.7960932610095268,0.41538779777572765,0,0.8675177066445534,0.3805534439148488,0.49169906760908955,0.6131947342740527,0.5,0,1,0,1
NPTN,0.39117070480863836,0.5886474272270217,0.7221520091536764,0.7175037952113967,0,0.8326887737505498,0.6440351608444015,0.5649657352894266,0.4096704411760969,0.46415888336127786,1,0,0,1
NPTT,0.36157146062668083,0.4643335703695004,0.6612759836268691,0.6817605612285937,0,0.8499066607413153,0.5537431369427193,0.4554544208464968,0.3867314761095771,0.8939035350965678,1,0,0,0
NSE,0.09516029926136338,0.5817831113651026,0.7073613061453441,0.531691202441986,0,0.8552416263234178,0.5983977310013078,0.4882529759186829,0.3761751062549177,0.0,0,0,1,1
NSPH,0.2572278990408088,0.3033629319972495,0.4904782298759831,0.6739670444022501,0,0.9351326402391107,0.6625738771558982,0.5767624568137482,0.4034030948450404,0.0,1,0,1,1
NSR,0.40711287336644064,0.4307778636268371,0.6177919935875236,0.4899251831257079,0,0.89758104978675,0.48835731817732153,0.35816383902870275,0.34746622359490476,0.5404919349372262,0,1,0,1
NSTC,0.38956140907708614,0.43728245742924576,0.5877299149360273,0.7142237809060137,0,0.845578859974965,0.5960947315465788,0.49139254578226055,0.38178768708209027,0.0,0,1,1,1
NSTR,0.3321787474708007,0.25324104982436113,0.45661760392755646,0.6279533313456407,0,0.838298647157939,0.6388804075087258,0.5743298360361777,0.4240642018882508,0.5358322898371244,1,0,0,1
NTGR,0.339362031133818,0.4026354124681104,0.5228973287161949,0.6296599464833768,0,0.8399235070175715,0.6183586561376107,0.5767624568137482,0.44672974735099896,0.648499317248028,1,0,0,1
NURO,0.0,0.34933810621124106,0.4702527705036368,0.4493124582292256,0,0.9495971406989284,0.7720023599159411,0.7292954453197193,0.4452492143938119,0.0,1,0,1,1
NVT,0.42695731508014606,0.4685218845702943,0.6132828061377829,0.6781727081751212,0,0.9090049200299077,0.4285264328213607,0.30342714135275894,0.3488183893352177,0.28543716208189446,0,1,0,1
NXPI,0.33470918904490254,0.8080663751726944,0.8258211892414056,0.9652813191490346,0,0.8842017972759705,0.27529704009874045,0.32692143063230716,0.5547938580758784,0.0,1,0,1,0
NXST,0.28488114695744815,0.6385420573174718,0.6990503241689805,0.5508823896096107,0,0.8421488502804172,0.6345379337554551,0.5167159745638852,0.3699285015019499,0.0,0,0,1,0
NXTM,0.3300780727202669,0.44371318579589847,0.5380351691794214,0.5835647797103729,0,0.8185668793311672,0.6705070392653916,0.6187075649801672,0.43686734436433505,0.0,1,0,1,1
NZ,0.3450590766675118,0.5680145864497406,0.6433795345307092,0.529871940238082,0,0.8476252263849824,0.4998039515997821,0.534213707854617,0.525706521393101,0.5848035476425733,1,0,0,1
OAS,0.34855300949560947,0.5749491714160708,0.6886040430903395,0.6979242115420645,0,0.8931550599303956,0.4206957283524222,0.29644606316017885,0.3492123117828192,0.0,0,0,0,1
OCLS,0.29908236586689824,0.4695088495473634,0.6124548487187977,0.694711298382652,0,0.849395198574043,0.7743575297346812,0.7277287741793028,0.44169446395506906,0.0,1,0,1,1
OCNF,0.36157146062668083,0.18548763774716992,0.3210633659214801,0.5119731504604816,0,0.9915494570052307,0.785264498100279,0.5048187444951129,0.215609282403782,0.0,0,0,1,1
ODMO,0.29391072127225354,0.2906119732823953,0.42545798298135007,0.4487356974500778,1,0.790255118615395,0.8642831866033909,0.7216035377316796,0.3565253654633349,0.0,0,0,1,0
OESX,0.35462774906118194,0.6099403822094152,0.6923370203983725,0.6414275184650131,0,0.8493009532986825,0.6303483207691816,0.5606589801451403,0.4187900656246283,0.0,1,0,0,1
OLED,0.32430292866359245,0.39012835750292885,0.5152963854060686,0.46906392427050214,0,0.7803384036763718,0.6766879699540649,0.7641019246528842,0.5653695570339035,0.0,0,1,1,0
OMER,0.32866662705144367,0.5326918201984494,0.6691283294465671,0.5599108715698589,0,0.8158432050401692,0.6611728949295941,0.5812399198991436,0.4092011064385178,0.0,1,0,1,0
OMPI,0.4001444377420447,0.5970662448302595,0.6718072150220211,0.7020353211765618,0,0.8126537153773337,0.6569956184937453,0.6235890156528834,0.45464553098788496,0.0,1,0,1,0
OMRI,0.320292821189876,0.43516545274609086,0.5935703512828339,0.5185324461265624,0,0.7978787993753379,0.7324725775623087,0.7037860025980329,0.4583769805530824,0.0,1,0,1,1
ONE,0.39594557718061185,0.5358280715964123,0.6616221529829478,0.3550086631608922,0,0.8411229219565103,0.5014250927388026,0.534213707854617,0.5239826588330622,0.0,0,1,1,1
OPTM,0.3374610460369463,0.41883205431375004,0.5988522647465397,0.5041993849603292,0,0.8335203271096218,0.6365441467204374,0.6286250390833716,0.47946184064829656,0.5914496114594222,1,0,0,1
OPTR,0.3374610460369463,0.28998562350645374,0.5019278338121027,0.5506572566168833,0,0.81582188066864,0.6574114018948425,0.5767624568137482,0.40840507725330616,0.0,1,0,1,1
OPTT,0.20497094758278522,0.3900412287771382,0.5659927309749244,0.7218708749958036,0,0.9048543975060588,0.7961990464879598,0.6355969155517354,0.3362970211909456,0.0,1,0,1,1
OPXT,0.3387028133537808,0.4297609771308779,0.5302913094240054,0.6229901430250488,0,0.8683820816216357,0.4824874883016097,0.43232726628573115,0.43668936558609905,0.4149132666831218,1,0,0,1
ORA,0.4052708767520063,0.6340645838509005,0.7159924295285791,0.44680246873421936,0,0.832209622484967,0.5982793981513037,0.5963345434294913,0.4860987197342761,0.0,0,0,1,1
ORBC,0.4089319046408961,0.6107605589380496,0.7348609300539581,0.5972360658299198,0,0.8218811215751718,0.5696313182632498,0.5299904526841175,0.4486108982961001,0.0,0,0,1,0
OREX,0.2821946604554143,0.2633543614258027,0.4631617717463494,0.4698345445096197,0,0.8297936499099773,0.6272391730145159,0.5767624568137482,0.4379386936979035,0.0,1,0,0,1
OSIR,0.3307536693934161,0.34606773085380826,0.5105108902452533,0.35550459227764897,0,0.8015069731256136,0.6189215017187468,0.7004396007437679,0.5643637389054493,0.0,1,0,1,0
OVNT,0.4245015160736354,0.5388504831035159,0.6222275310215344,0.6016769128314621,0,0.88919180785046,0.6140980697477119,0.3724136528109643,0.2339027967027743,0.3815714141844439,0,0,0,1
OWW,0.3218910478445804,0.6119394119413526,0.728715949794428,0.6369550471839349,0,0.8853557328275308,0.43703308317676637,0.32692143063230716,0.3671112195279923,0.0,0,0,1,0
P,0.3517118068678711,0.5302773323500602,0.6430092961324341,0.4115350514418563,0,0.8637796354669648,0.33877560562829245,0.4545442864876863,0.6220810896074866,1.0,0,1,0,1
PA,0.33575765077856884,0.8150811291501232,0.861374670082435,0.790898777349357,0,0.9039385710465798,0.3777407957819534,0.27176575031676364,0.36801841977909144,0.0,0,0,1,0
PANW,0.3472687730508631,0.5729009835263978,0.6535464371339397,0.6010201925580001,0,0.8720963932572867,0.4712007100952178,0.597731004214892,0.6199436733912108,0.4252903702829902,1,0,0,1
PAR,0.3999000953955622,0.5363874508530726,0.635877128600252,0.43855518593047105,0,0.7977563718346307,0.48768822812439616,0.5649657352894266,0.5697312544421641,0.5503212081491046,1,0,0,0
PAY,0.3789806025839913,0.5476877513123739,0.6459571657621941,0.5543561301902344,0,0.8494717615629068,0.4749072616972363,0.44701222667025853,0.46079885098496065,0.0,1,0,1,1
PBH,0.36157146062668083,0.5398136663639064,0.544501422832403,0.48746664911985516,0,0.8856214618602971,0.516995864041613,0.3554850728461245,0.3139772970250373,0.4054801330382267,1,0,0,1
PCRX,0.323602317860752,0.6238298455305533,0.6935700296587195,0.614505755755612,0,0.8044620565038065,0.6987877439787269,0.6034446675847658,0.39501336980291984,0.0,1,0,1,1
PCS,0.38956140907708614,0.6893326430846791,0.7464958765356728,0.5670411229651509,0,0.9417581393941121,0.22995907251139247,0.27176575031676364,0.5450798666673595,0.5313292845913056,0,0,0,1
PEC,0.4028075638473253,0.5010819105316391,0.6242199818010912,0.5856875437400602,0,0.8546628946331029,0.5917229079479185,0.4679358509206555,0.36137914612470345,0.0,0,0,1,1
PFMT,0.39626978330616025,0.36902554548140065,0.4407051971047753,0.7472759092690173,0,0.8313463930852351,0.5336014094792585,0.534213707854617,0.49010723279827473,0.0,0,1,1,1
PFWD,0.30544400506381053,0.5151410355895294,0.6173851473345433,0.6105155542301539,0,0.8094959653094732,0.5923935924253687,0.6269286144985955,0.5217488404946067,0.0,0,1,1,1
PGTI,0.3977808758889462,0.46654007787883156,0.5385799433301552,0.5448526094511423,0,0.8431905850968034,0.636079335418211,0.5375245684297933,0.38975592231613737,0.0,1,0,1,1
PHRM,0.2151972348740421,0.14260342302404583,0.3855145394866346,0.4305809731485972,0,0.8271615424109033,0.6406937084914013,0.6034446675847658,0.4509905312809991,0.0,1,0,1,0
PINN,0.33649358514713684,0.41297879954991235,0.541287541263054,0.6959176511796317,0,0.795643673626207,0.6079856950775877,0.6876902221847185,0.5634837919411303,0.0,0,0,1,0
PLOW,0.40130999331199557,0.458251857924977,0.5635216509311025,0.5878298592329774,0,0.8368848075176107,0.6614322649510722,0.5167159745638852,0.3436892436291553,0.0,1,0,1,1
PLTE,0.4194149078352287,0.39424368070527605,0.4865518507861264,0.5709874012399374,0,0.8484382901345384,0.695338219673463,0.5398861005026099,0.334927990168594,0.3968502629920499,1,0,0,1
PMII,0.3223542211786695,0.3810453464341643,0.5554596170184625,0.7038803281905197,0,0.8069218354350467,0.7063035307446466,0.6828535229618664,0.4635620094438276,0.0,1,0,1,1
PODD,0.32544902776005663,0.3225955422132958,0.47784479746071074,0.5955985655866318,0,0.8396734664428601,0.6287626607165802,0.560489207704852,0.42018320192372755,0.0,1,0,0,1
PPO,0.33420733689016696,0.5223586090554426,0.6574387096951835,0.7521808748788881,0,0.8656115859173987,0.552252682750817,0.4511712005021087,0.38365935335689283,0.0,1,0,1,0
PRAI,0.40804432630373466,0.33763862947608114,0.5056395520434573,0.6202629945025937,0,0.8404947714168126,0.6565940588509598,0.6034446675847658,0.43548349115072826,0.4899973050296446,0,1,0,1
