I1,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(Mid),Y1,Y2,C3_Prime,C5_Prime,C6_Prime,industry,industry_1,industry_2,industry_3,industry_4,industry_5,S1_Prime,S2_Prime,S3_Prime,T3_Prime,T4_Prime,T5_Prime,market_cap
MDMD,2.4423470353692043,2.519842099789747,2.6390573296152584,2.2239800905693157,5.0369526024136295,True,0.8193212706006459,0.038980954497562045,0.3551851926169451,0.3654989156570514,4.1755404508806295,6.154858094016418,9.48432911729596,9.382611592916636,2.6327363651586557,6.403574197934815,4.700480365792417,4.543294782270004,5.170483995038151,2.70805020110221,1,0,1,1.2754517350052967,0.0,2.0,0,1,0,0,0,-4.783848751503545,-4.941034335025957,-4.31384512225781,0.8159231978262028,0.4998580064099963,0.04592457420924574,17.86729550576758
MDSO,2.6390573296152584,2.3513346877207577,2.3978952727983707,2.040827550958674,5.0106352940962555,True,0.4862944131094281,-0.029923216657979465,0.3535262545891385,0.36352293460539364,4.944495491591711,6.406879986069314,9.682903223616842,9.5767180913763,2.6913112869829345,6.887552571664617,4.31748811353631,5.087596335232384,5.19295685089021,2.4849066497880004,0,0,1,1.2664420431176406,2.5543647746451774,2.0,0,1,0,0,0,-5.365415110080531,-4.5953068883844574,-4.489946372726631,0.8086652221185239,0.39320763759544275,0.06109344803939904,18.29511752097702
MEDE,2.302585092994046,2.3811015779522995,2.4423470353692043,2.1544346900318834,4.820281565605037,True,0.8339550915402606,-0.014063666503357754,0.35656322555430864,0.36603666207166474,3.6531486441581373,6.684611727667927,10.045768059792898,9.94366934216896,2.842072173739426,7.205635176410364,4.574710978503383,5.662960480135946,5.241747015059643,2.5257286443082556,1,0,1,1.1565953938775133,0.0,2.0,0,1,0,0,0,-5.4710570812895165,-4.382807579656953,-4.804021044733257,0.8153013860644938,0.43395156249999994,0.05841790268019776,17.665658159674333
MEDH,2.0794415416798357,2.2894284851066633,2.302585092994046,2.083928718720476,4.6913478822291435,True,0.5539658256754463,0.00944825402994243,0.34768370484355055,0.36641683208558784,6.033867690952563,5.863631175598097,9.296334565143043,9.18091156128537,2.4997599423797165,6.517671272912275,4.189654742026425,4.875197323201151,4.48863636973214,2.3978952727983707,1,1,1,2.426717646249346,0.0,2.0,0,1,0,0,0,-5.106679823116618,-4.421137241941892,-4.807698195410904,0.7938617052007401,0.4805010330578513,0.06212149018168471,17.399029496420383
MELA,1.6094379124341003,1.866255578408624,1.7047480922384253,4.256161397741432,4.990432586778736,False,-1.3715339700741747,-0.013351642245815755,0.35931897479558184,0.3674560133789501,4.592588484196865,5.529429087511423,8.577535420422398,8.50045386741194,2.244924096618746,5.762051382780177,3.1780538303479458,3.8501476017100584,4.356708826689592,1.791759469228055,1,1,0,0.9663338250857917,0.0,1.0,1,0,0,0,0,-5.399481590074453,-4.727387818712341,-4.2208265937328076,0.8571322061858945,0.25799949609473416,0.05987572961777443,16.811242831518264
MEMS,2.302585092994046,2.3513346877207577,2.3978952727983707,2.172240742884306,4.343805421853684,True,0.2714417616594906,0.033730030956829714,0.3534402399359111,0.36393587186373255,2.5739853328715436,6.309918278226516,9.7818282639088,9.617204500998055,2.6534092441071864,6.767343125265392,4.454347296253507,4.663439094112067,5.1298987149230735,2.4849066497880004,1,1,1,1.326885505168877,0.0,1.0,1,0,0,0,0,-5.327480967655291,-5.118389169796732,-4.651929548985725,0.7194649085622729,0.4026479338842975,0.049071093794115984,17.909855120186375
MEND,2.3978952727983707,2.4101422641752306,2.4849066497880004,2.2246538352267105,4.6443908991413725,False,-0.9397796374952975,0.012479814606479392,0.3572390674393572,0.36932242995916403,3.1785537053895965,5.68697535633982,9.034438166984412,8.939187601475613,2.3934607404305672,6.102558594613569,3.828641396489095,4.836281906951478,4.553876891600541,2.5649493574615367,1,1,0,1.4380852201631533,0.0,1.0,1,0,0,0,0,-5.205796770495317,-4.198156260032934,-4.480561275383871,0.8265448228917872,0.40613616776788275,0.053296768808870874,17.39206082710429
MFLX,2.302585092994046,2.4101422641752306,2.4849066497880004,2.1573034452689672,4.2626798770413155,False,0.7306143574062804,0.030198862266011022,0.3532340017475213,0.3645749331013506,4.863024294977697,6.0473721790462776,9.167432870964907,9.076351731972865,2.4513761455389433,6.100318952020064,4.007333185232471,4.5217885770490405,4.51085950651685,2.5649493574615367,1,1,1,1.4298741371581842,0.0,1.0,1,0,0,0,0,-5.160099685732435,-4.645644293915866,-4.6565733644480565,0.833466076246181,0.26317142553750367,0.0465553235908142,17.83486357831269
MG,2.5257286443082556,2.519842099789747,2.6390573296152584,2.325734915395674,6.184148890937483,True,0.6542132620377179,0.0012337806712595888,0.35229157885878365,0.36084604673262316,5.0256421262027775,6.385194398997726,9.626085789491903,9.514363204016016,2.6757426679022727,6.723832440821209,4.48863636973214,5.030437921392435,5.389071729816501,2.70805020110221,1,1,1,1.1122649490421963,0.0,2.0,0,1,0,0,0,-5.137449419759764,-4.595647868099468,-4.237014059675403,0.7997587406760516,0.3830211375547777,0.05489937314417684,18.504562227933068
MHGC,2.995732273553991,2.7589241763811208,2.9444389791664403,2.7094320051445395,4.700480365792417,True,-0.7488872387218505,-0.011466887047280744,0.35059804186533755,0.3551437918190643,5.629751935401911,6.293419278846481,9.497772413172754,9.375006993531416,2.6125895576146507,6.3561076606958915,4.51085950651685,4.74493212836325,4.852030263919617,2.995732273553991,0,0,0,0.621173680934856,0.0,2.0,0,1,0,0,0,-4.986912906655904,-4.752840284809504,-4.645742149253137,0.7822891581860206,0.34550927460272446,0.04321080270067517,19.70161458941443
MIPI,2.6390573296152584,2.519842099789747,2.6390573296152584,2.4152958271178657,6.111467339502679,False,-1.0353988054484062,-0.009227861539718062,0.3528106857961347,0.3654989156570514,-1.1239300966523995,6.2166061010848646,9.557399229195953,9.458605712064172,2.6327363651586557,6.588926477533519,4.61512051684126,4.382026634673881,4.976733742420574,2.70805020110221,1,1,0,1.5949178852044548,0.0,1.0,1,0,0,0,0,-4.9422787123546925,-5.175372594522071,-4.580665486775378,0.8207087077412398,0.44178708451360754,0.05138172308997102,18.064005800013632
MJN,3.1780538303479458,2.8844991406148166,3.044522437723423,2.978738573408157,3.9889840465642745,True,1.2535896814815497,0.011375196425691042,0.3416885500060952,0.3513851227465152,7.966378559433884,5.902633333401366,9.241742135115715,9.134862230800225,2.4997599423797165,6.234410725718371,4.442651256490317,4.709530201312334,4.59511985013459,3.1135153092103742,0,1,1,1.448137291477391,1.8820720577620569,1.0,1,0,0,0,0,-4.799090878625398,-4.53221193380338,-4.646622284981125,0.8075423264271521,0.4444444444444444,0.04942339373970346,20.394761769974377
MKTG,2.4849066497880004,2.1544346900318834,2.1400661634962708,2.487941914186339,4.77912349311153,True,0.5748897078944829,0.0016242938701320053,0.34867267349496206,0.3631063094759634,4.544049816308989,6.100318952020064,9.380420642347783,9.297618380083243,2.5771791158831414,6.4967749901858625,3.970291913552122,4.48863636973214,4.700480365792417,2.224623551524334,0,1,1,1.8965676433919207,3.0978733152070044,2.0,0,1,0,0,0,-5.410128728795661,-4.891784272615643,-4.679940276555367,0.8473812864458641,0.43158418628969014,0.05593048759912266,18.190460310474258
MLNX,2.833213344056216,2.519842099789747,2.6390573296152584,2.7144176165949063,4.890349128221754,True,0.6299605249474366,0.016234824406075828,0.3516535329683753,0.36393587186373255,3.882367598520521,5.733341276897746,8.994916943677111,8.872206756028303,2.367293530872497,6.317164686747284,3.4339872044851463,4.477336814478207,5.4680601411351315,2.70805020110221,0,1,1,1.5720802919786152,2.371262202993375,1.0,1,0,0,0,0,-5.560929739191965,-4.517580129198905,-3.52685680254198,0.7823755777369396,0.3244205653480797,0.06871743984123047,18.440483371248543
MM,2.5649493574615367,2.2239800905693157,2.1972245773362196,2.924017738212866,4.430816798843313,True,0.0,0.04752158094846331,0.3451069454122439,0.35956084783487613,4.641289942294451,6.327936783729195,9.683651026979414,9.59933728737704,2.7087328995755158,6.706862336602747,4.248495242049359,4.68213122712422,4.976733742420574,2.302585092994046,0,1,0,1.993633157381791,3.107232505953859,2.0,0,1,0,0,0,-5.435155784930055,-5.001519799855195,-4.70691728455884,0.8448235591185833,0.4975286989795919,0.05095620756244939,18.702847635716036
MNKD,2.6390573296152584,2.46621207433047,2.5649493574615367,2.4147242903575985,4.48863636973214,True,-1.5368643680952578,-0.045963193905305004,0.35083715595258175,0.36359022152407217,4.592588484196865,5.327876168789581,8.640825751861513,8.53954159508,2.2732464125922696,5.8971538676367405,2.9444389791664403,4.110873864173311,4.356708826689592,2.6390573296152584,0,1,0,1.645313374932016,0.0,1.0,1,0,0,0,0,-5.696386772695072,-4.529951887688201,-4.28411692517192,0.8166306937401986,0.4487699123385805,0.06433368681512902,18.287149351327844
MNTA,1.8718021769015913,2.080083823051904,1.9459101490553132,1.9840396340608712,4.634728988229636,True,-1.3679807573413574,-0.005204730567745611,0.352833413230666,0.36491516569882215,2.0582179052282092,5.247024072160486,8.556221578383715,8.465057436995709,2.21469368796771,5.796057750765372,4.174387269895637,3.295836866004329,4.143134726391533,2.0794415416798357,1,1,0,1.524152134950744,0.0,1.0,1,0,0,0,0,-4.381834308488078,-5.260384712379387,-4.413086851992183,0.8333277283671335,0.38570637119113577,0.06328140026928256,17.36440929577378
MOH,2.8622008809294686,2.620741394208897,2.772588722239781,2.371262184148276,5.214935757608986,True,1.006622709560113,-0.002084846074433473,0.3525890777499117,0.3631312753337862,6.467948694859561,5.5254529391317835,8.678291111758565,8.549466751966532,2.2677220247015444,5.560681631015528,3.4011973816621555,3.332204510175204,4.276666119016055,2.833213344056216,0,0,1,1.3476333034514711,1.4327608115831811,5.0,0,0,0,0,1,-5.27709373009641,-5.3460866015833615,-4.40162499274251,0.7728666773553209,0.2935826415453723,0.044262853251617294,18.56478108792612
MOTR,2.302585092994046,2.2239800905693157,2.302585092994046,4.379969384633416,4.990432586778736,True,-1.8991686113290918,0.011934978076666231,0.34939615771320814,0.36393587186373255,4.733519424415754,6.29156913955832,9.867134723070329,9.723223876851618,2.7473336736347798,7.078341579557671,4.532599493153256,5.69035945432406,5.220355825078324,2.3513752571634776,1,1,0,1.890626950689217,0.0,1.0,1,0,0,0,0,-5.334535229917074,-4.17677526874627,-4.646778897992005,0.7498952923205797,0.6340877914951989,0.0614953852535518,17.909855120186375
MOTV,2.302585092994046,2.3513346877207577,2.3978952727983707,2.1651534198912694,5.293304824724492,True,0.2714417616594906,0.030198862266011022,0.3526593160252657,0.3654989156570514,4.584651102098169,6.137727054086234,9.461099090323366,9.344608992781216,2.609843789901817,6.659293919683638,3.6635616461296463,4.897839799950911,5.10594547390058,2.4849066497880004,1,1,1,1.615636580931193,0.0,2.0,0,1,0,0,0,-5.797537444193719,-4.5632592903724545,-4.355153616422785,0.7921692622144166,0.4658136204395225,0.060700389105058365,17.72753356339242
MPO,2.5649493574615367,2.620741394208897,2.772588722239781,5.31329249169351,5.062595033026967,True,1.3572088082974532,-0.02226088431474113,0.34597885119179916,0.35300330002767655,5.344403879143154,6.018593214496234,9.398644000447685,9.306377560173125,2.565315646317504,6.398594934535208,3.9889840465642745,4.897839799950911,4.955827057601261,2.833213344056216,1,1,1,1.0060454023133223,0.0,5.0,0,0,0,0,1,-5.40965995388341,-4.500804200496773,-4.442816942846425,0.8314925995166619,0.48084607597634405,0.049784625579854205,19.558513745773755
MPWR,2.1400661634962708,2.080083823051904,1.9459101490553132,2.1428825504580344,4.859812404361672,True,-0.5848035476425731,0.05047290772158079,0.35223004916924117,0.3646778597044102,3.186517908760075,6.111467339502679,9.316230747233615,9.218804450388312,2.554705243143277,6.259581464064923,3.7612001156935624,5.247024072160486,4.804021044733257,2.0794415416798357,0,1,0,1.5793167171701512,1.8420157493201932,1.0,1,0,0,0,0,-5.555030631540053,-4.069206675073129,-4.512209702500359,0.8229559580161744,0.37995880059586734,0.047045066114959073,17.66032481369897
MRC,3.044522437723423,2.843866979851566,3.044522437723423,2.7606748032995267,7.193685818395112,True,0.6979532046908885,-0.012649890726914682,0.34313863362541075,0.3534039500070858,8.483105139591864,6.424869023905388,9.858385578623707,9.705889908189658,2.711013942522706,6.827629234502852,4.634728988229636,5.796057750765372,5.594711379601839,3.091042453358316,1,1,1,1.4963472982710562,0.0,5.0,0,0,0,0,1,-5.223656590394072,-4.062327827858336,-4.263674199021869,0.7371297572677868,0.4140098610676956,0.04827910869337797,19.983598652751574
MRIN,2.6390573296152584,2.3513346877207577,2.3978952727983707,2.5334179838207707,3.6109179126442243,True,-0.9509685413058151,0.016999659979245296,0.3511708283760202,0.3620652637383053,4.086950627668388,6.364750756851911,9.617271072245957,9.53191649607552,2.668401648721945,6.777646593635117,4.343805421853684,4.6913478822291435,5.262690188904886,2.4849066497880004,0,1,0,1.4162195040174923,2.5543647746451774,2.0,0,1,0,0,0,-5.273465650392273,-4.925923190016813,-4.354580883341072,0.8430667418049143,0.3860665183477949,0.058447610171748106,18.469470908121796
MRT,2.833213344056216,2.519842099789747,2.6390573296152584,2.6158791541092543,4.23410650459726,False,0.4121285299808557,-0.014457302664450278,0.35599154922221343,0.3601623784944734,5.706079833704885,6.240275845170769,9.648853334130548,9.530900972993903,2.627439046276727,6.536691597591305,4.07753744390572,5.0238805208462765,5.062595033026967,2.70805020110221,0,1,1,0.5311253152868879,2.371262202993375,4.0,0,0,0,1,0,-5.571315890224828,-4.624972813284271,-4.58625830110358,0.7898559260248829,0.41129844320569675,0.0445046439628483,18.896324686681776
MTDR,2.4849066497880004,2.519842099789747,2.6390573296152584,2.273417971888172,5.159055299214529,True,-0.5748897078944829,0.04916280160245258,0.3471987818264083,0.3574449522494423,4.37253170011208,6.481577129276431,9.911058818032446,9.809066976916636,2.778388495038381,6.961296045910167,4.718498871295094,5.308267697401205,5.683579767338681,2.70805020110221,1,0,0,1.4119594993856646,0.0,5.0,0,0,0,0,1,-5.192559946737352,-4.602791120631242,-4.2274790506937645,0.8154756778219552,0.4962371807349282,0.05235212385867408,18.8906844231981
MTSI,2.9444389791664403,2.6684016487219453,2.833213344056216,2.7390750797337238,5.424950017481403,True,-0.2714417616594906,0.030940585942283706,0.34849466116357164,0.36393587186373255,5.737523457885904,6.184148890937483,9.713053175631623,9.540219493127752,2.648316273313982,6.732210706467206,4.624972813284271,5.0106352940962555,5.25227342804663,2.8903717578961645,0,1,0,2.020657189070506,1.7710976153043514,1.0,1,0,0,0,0,-5.088080362347352,-4.702417881535367,-4.4607797475849935,0.70774786966324,0.506004888936125,0.05075006048874909,18.55170900635877
MUSA,3.044522437723423,2.7144176165949063,2.8903717578961645,2.677731800328678,6.536691597591305,True,0.5192494101851104,0.019538152328012624,0.34989179384774766,0.3586567885049404,7.001882941706835,6.2324480165505225,9.611998241741393,9.474625866621567,2.650868874225654,6.46302945692067,4.174387269895637,5.099866427824199,4.836281906951478,2.9444389791664403,0,0,1,1.1756700641326372,2.19158741684435,5.0,0,0,0,0,1,-5.437610971845756,-4.512131813917195,-4.775716334789915,0.7597660285734837,0.4647542660403503,0.04289633942314127,19.295952024312918
MXL,2.6390573296152584,2.3513346877207577,2.3978952727983707,2.6542828933727907,4.927253685157205,True,0.5192494101851104,0.053363823247533915,0.3512875755146341,0.36333228182107796,3.9386649363745674,5.855071922202427,9.207034914967457,9.14782646658694,2.4823859788012497,6.4457198193855785,4.110873864173311,4.48863636973214,4.912654885736052,2.4849066497880004,0,1,1,1.551643413260688,2.5543647746451774,1.0,1,0,0,0,0,-5.096161050794145,-4.718398545235316,-4.294380029231404,0.8883256353269895,0.4495529593353092,0.06320858834152704,18.31773287108546
MYOG,2.6390573296152584,2.519842099789747,2.6390573296152584,2.460719357921129,4.143134726391533,True,-3.492227650903757,0.013148883711569307,0.3525146728702453,0.3654989156570514,0.8514321595256585,5.717027701406222,8.911664758049536,8.787220328629298,2.3559497241901295,6.169610732491456,3.6375861597263857,3.970291913552122,4.406719247264253,2.70805020110221,1,1,0,1.6354747918245678,0.0,1.0,1,0,0,0,0,-5.27407859832315,-4.9413728444974145,-4.504945510785283,0.7796666216218868,0.31640625,0.06443785386896737,18.064005800013632
N,3.258096538021482,2.519842099789747,2.5649493574615367,3.286569225721215,5.14166355650266,True,-0.8434326653017492,-0.019461930180780088,0.3466332075365104,0.36365810882593286,4.207703008990989,6.0473721790462776,9.254931255304058,9.148145768383065,2.4770531765914834,6.255750041753367,3.4965075614664802,4.23410650459726,4.477336814478207,2.6741486494265287,0,1,0,2.2616069370876875,4.296451820203281,2.0,0,1,0,0,0,-5.758423693837577,-5.020824750706798,-4.777594440825851,0.8076948329107759,0.2982244353905739,0.049827850038255544,18.898156388036803
NCIT,2.3513752571634776,2.2894284851066633,2.302585092994046,2.3001890203821787,4.430816798843313,False,0.8793659344316357,-0.03994798366381734,0.3583168176344025,0.3652433422137942,5.143141995237067,5.7430031878094825,9.033483854613287,8.933268478636418,2.447596048145015,6.075346031088684,3.713572066704308,3.5553480614894135,4.962844630259907,2.3978952727983707,1,1,1,0.8399711688304492,0.0,2.0,0,1,0,0,0,-5.319911787908978,-5.478135793123873,-4.070639224353379,0.818378159152221,0.47486234385272846,0.05191550304332259,17.805882529803398
NCMI,3.044522437723423,2.7144176165949063,2.8903717578961645,2.949909030089295,4.770684624465665,True,-0.6542132620377179,0.016234824406075828,0.3436399105801926,0.34970939731961026,5.390440655423842,6.028278520230698,9.406975663409597,9.322686431807721,2.524739805985776,6.437751649736401,3.784189633918261,4.51085950651685,4.430816798843313,2.9444389791664403,0,1,0,0.9041217364460542,2.19158741684435,2.0,0,1,0,0,0,-5.622786029491335,-4.896116156892746,-4.976158864566282,0.8448649700058906,0.38949629844679934,0.051343136449519426,20.497619155414082
NETL,2.4849066497880004,2.4101422641752306,2.4849066497880004,1.7920430792427267,4.430816798843313,True,-1.7657089069164826,-0.02445763809442177,0.3547851313517727,0.36426091970568586,2.6052789230662645,6.142037405587356,9.299358068293836,9.197356444417888,2.5048563546461438,6.345636360828596,3.8918202981106265,4.90527477843843,4.736198448394496,2.5649493574615367,1,0,0,1.1844548346927373,0.0,1.0,1,0,0,0,0,-5.407537770183209,-4.394083289855406,-4.56315961989934,0.8154597227721321,0.28215516244652555,0.052145274906229985,18.053955464160133
NEXT,2.6390573296152584,2.519842099789747,2.6390573296152584,2.5763134657051987,4.700480365792417,True,-0.6542132620377179,-0.009283825646421207,0.3556272944860014,0.3648352506599933,6.474580273354208,6.018593214496234,9.301642530382969,9.190749722211178,2.51323687655111,6.198478716492308,4.189654742026425,4.0943445622221,4.852030263919617,2.70805020110221,1,1,0,1.1401408779359326,0.0,1.0,1,0,0,0,0,-5.111987788356543,-5.207297968160868,-4.449612266463352,0.8010870859054393,0.37593904843092335,0.044906900328587074,18.140966841149762
NGSX,2.3978952727983707,2.46621207433047,2.5649493574615367,2.172240742884306,4.430816798843313,True,-1.351758111785952,0.028909796042798735,0.3579568704664831,0.3674560133789501,4.592588484196865,5.560681631015528,8.873888135154973,8.79346036105272,2.307612190472001,6.040254711277414,3.8066624897703196,4.02535169073515,4.574710978503383,2.6390573296152584,1,0,0,1.138465654218756,0.0,1.0,1,0,0,0,0,-5.067225645384653,-4.848536444419823,-4.29917715665159,0.8514150506574076,0.33729289940828405,0.05879882402351953,17.599700191882537
NGVC,2.70805020110221,2.46621207433047,2.5649493574615367,2.6139292173380504,3.6109179126442243,False,0.5428835233189812,-0.03730202283411388,0.3537107003412212,0.3624703706842472,5.578007589070265,5.902633333401366,9.232199706329077,9.100971834920818,2.521479958225764,6.156978985585555,3.871201010907891,3.091042453358316,4.48863636973214,2.6390573296152584,0,1,1,1.1159361604547526,1.9258567855541788,4.0,0,0,0,1,0,-5.360998695421185,-6.1411572529707605,-4.743563336596936,0.7691604044884541,0.4930648869778136,0.04617943449760297,18.489673595439317
NHWK,2.772588722239781,2.4101422641752306,2.4849066497880004,2.7435108536579547,4.844187086458591,True,-1.2826086123844087,-0.014457302664450278,0.35143080497433876,0.36352293460539364,4.15985136442422,6.375024819828097,9.666688690398917,9.579556347409227,2.6646929389326535,6.769641976852503,3.912023005428146,4.74493212836325,5.209486152841421,2.5649493574615367,0,1,0,1.5542798830450282,2.847033872200803,2.0,0,1,0,0,0,-5.754665684970771,-4.921756562035667,-4.457202537557496,0.840074512283547,0.371954528701073,0.055185959576759806,18.428648913601542
NILE,3.0204248861443626,2.691606306043642,2.8622008809294686,3.0509805901403078,4.248495242049359,True,1.911107605706368,-0.03023471691106464,0.3554258218006939,0.3680552672676949,4.858990361150359,5.2832037287379885,8.53915035876828,8.431853144249223,2.227032928324658,5.484796933490655,3.258096538021482,3.6375861597263857,4.290459441148391,2.917770732084279,0,1,1,1.534001810660488,2.2111561970705265,4.0,0,0,0,1,0,-5.281053820746798,-4.901564199041894,-4.248690917619888,0.8068686163071037,0.3835192867633796,0.047153198982586575,18.155021055535077
NLC,2.70805020110221,2.6684016487219453,2.833213344056216,2.530298035626735,4.343805421853684,True,-1.088587233452933,0.03753148264365503,0.34104031432902276,0.3486200001524663,7.925374408440715,6.401917196727186,9.617936541093302,9.509184911634074,2.6534092441071864,6.858565034791365,4.882801922586371,5.209486152841421,5.293304824724492,2.8903717578961645,1,1,0,1.1592136425665571,0.0,1.0,1,0,0,0,0,-4.7351346185069305,-4.408450388251881,-4.324631716368809,0.8045249830342421,0.33497795709127115,0.0633315593400745,20.317800718838246
NLSN,3.1354942159291497,2.8020393306553877,2.995732273553991,2.924017738212866,5.4680601411351315,True,-0.21843318437028425,0.014041837854611824,0.33569166078737134,0.3454184781438485,8.542080906924017,6.723832440821209,10.242848470041249,10.094314502373795,2.9177463022616306,7.333023014386481,5.220355825078324,6.102558594613569,5.736572297479192,3.044522437723423,0,1,0,1.5824386585995172,2.1196796658966526,2.0,0,1,0,0,0,-5.022492644962924,-4.14028987542768,-4.506276172562057,0.7429935351327218,0.5499505940273668,0.05448523912966063,21.219702731260302
NOR,2.0794415416798357,2.080083823051904,2.0794415416798357,3.9493622855547668,6.601230118728877,True,1.3257205052508167,-0.05334674288233361,0.34731505504272014,0.3597196582581332,6.646260636284004,6.530877627725885,10.067857268271947,9.880423612937577,2.813500172269554,6.966024187106113,5.062595033026967,5.817111159963204,5.655991810819852,2.1400661634962708,1,1,1,1.6824696141879927,0.0,1.0,1,0,0,0,0,-5.005262235244981,-4.250746108308744,-4.411865457452095,0.6873804807963884,0.5227753742063256,0.044966699189750985,18.197537192638155
NOW,2.8903717578961645,2.5712815906582356,2.70805020110221,2.908339072628555,4.51085950651685,True,0.4308869380063767,0.012394383117309374,0.3420612986042353,0.3585034906923723,4.528731808239655,6.6052979209482015,9.941313062076109,9.838842359042596,2.7981664143395273,7.160845906664299,4.624972813284271,4.812184355372417,5.5134287461649825,2.772588722239781,0,1,1,2.3345974019465547,2.320794416806389,2.0,0,1,0,0,0,-5.316340248791837,-5.129128706703691,-4.427884315911126,0.8146950512001429,0.4218845274215788,0.06200953252130374,19.16118849587215
NPTN,2.3978952727983707,2.2239800905693157,2.1972245773362196,2.3663117455816844,5.680172609017068,True,0.5192494101851104,0.014589883564370135,0.3531657862324998,0.3620652637383053,5.215690907194362,6.393590753950631,9.676273226851437,9.586994398230228,2.7029878975057957,6.8885724595653635,4.672828834461906,5.2832037287379885,5.389071729816501,2.302585092994046,0,1,1,1.1410167743884045,2.1544346900318834,1.0,1,0,0,0,0,-5.003444392389531,-4.393069498113448,-4.287201497034936,0.836475826597482,0.42533081285444235,0.0615625980545968,18.22830885130491
NPTT,2.4849066497880004,1.4422495703074083,2.3978952727983707,2.256524258322111,4.5217885770490405,True,-0.21843318437028425,0.0043540380024049185,0.34936041152175557,0.35674149973542574,5.495079980853944,6.018593214496234,9.370501524100124,9.25339986143663,2.550089652199886,6.664409020350408,4.189654742026425,4.890349128221754,5.666426688112432,1.9459101490553132,0,0,0,1.0064898149632044,4.149132666831218,1.0,1,0,0,0,0,-5.180846782073698,-4.48015239587837,-3.704074835987692,0.7912009283524113,0.4476944844039521,0.06679730765953822,18.981438736466565
NSE,2.803360380906535,2.7144176165949063,2.8903717578961645,2.549929512340958,4.634728988229636,True,-6.858024233599781,0.02877508481350393,0.3512423879755577,0.35833596299000353,5.350326154908716,6.342121418721152,9.666054896487474,9.568574100378909,2.6534092441071864,6.834108738813838,4.61512051684126,4.820281565605037,5.2832037287379885,2.9444389791664403,1,1,0,0.9445813402348535,0.0,3.0,0,0,1,0,0,-5.050934379646215,-4.845773330882437,-4.382851167749486,0.822866261917815,0.37753235965086296,0.05889811703544031,19.095409338988294
NSPH,2.6390573296152584,2.519842099789747,2.6390573296152584,6.83990335183739,4.382026634673881,True,-2.818919492825957,0.029424861508276945,0.3539471039964946,0.36263874750774633,0.1292723357041391,5.645446897643238,8.91798070997329,8.821437352166997,2.3627886430356875,6.035481432524756,3.5263605246161616,4.418840607796598,4.1588830833596715,2.70805020110221,1,1,0,1.10426153965411,0.0,1.0,1,0,0,0,0,-5.391620185357129,-4.499140102176693,-4.759097626613619,0.8244104817794495,0.37802944224550195,0.055994641661085066,18.400478036634848
NSR,3.091042453358316,2.7144176165949063,2.8903717578961645,2.9624960684073707,4.5217885770490405,True,0.9165656454330223,0.006842770621949718,0.3466047136160127,0.3520118323039322,5.105951534488276,6.100318952020064,9.26501793326688,9.163353580751846,2.5359865124601164,6.504288173536645,3.9889840465642745,4.31748811353631,4.31748811353631,2.9444389791664403,0,1,1,0.7762163472394512,2.5087413298623935,2.0,0,1,0,0,0,-5.276033886702604,-4.947529819730568,-4.947529819730568,0.8160099707550955,0.35570793701864095,0.06324559742473017,20.220739015995115
NSTC,2.4849066497880004,2.4101422641752306,2.4849066497880004,2.3269667949338237,4.976733742420574,True,0.4791419857062783,0.011457396454871963,0.35114532762066486,0.3584885894935686,5.41950792333776,6.075346031088684,9.298900548955663,9.180808569370145,2.521479958225764,6.393590753950631,4.382026634673881,4.897839799950911,4.762173934797756,2.5649493574615367,1,1,1,0.9774966627447479,0.0,2.0,0,1,0,0,0,-4.916873914281782,-4.401060749004752,-4.536726614157907,0.7896353998973811,0.3490500726648171,0.054731832326560495,18.75761001897276
NSTR,2.70805020110221,2.4101422641752306,2.4849066497880004,2.550954423274808,4.174387269895637,True,-0.9509685413058151,-0.001870803276098693,0.3529485381618943,0.36252048850415236,4.592588484196865,5.501258210544727,8.770128527538184,8.686935966003333,2.3176896588941394,5.910796644040527,3.258096538021482,4.1588830833596715,4.330733340286331,2.5649493574615367,0,1,0,1.2254298618003614,2.4871131731971623,1.0,1,0,0,0,0,-5.512031989516701,-4.611245444178512,-4.4393951872518524,0.8467200799523,0.40024989587671805,0.05730703525392142,18.483655543113755
NTGR,2.6390573296152584,2.2894284851066633,2.302585092994046,2.605609218126951,4.718498871295094,True,-0.7719442629361644,0.0039523620200359166,0.35208364500396866,0.36263874750774633,5.4694557912348625,5.945420608606575,9.202207388745993,9.087833697483386,2.4788371570903354,6.154858094016418,3.8066624897703196,4.59511985013459,4.532599493153256,2.3978952727983707,0,1,0,1.358353335286419,3.0100671895439572,1.0,1,0,0,0,0,-5.395544898975674,-4.607087538611404,-4.669607895592738,0.7955294727701682,0.36884953811573146,0.04748462546627684,18.400478036634848
NURO,2.0794415416798357,2.2894284851066633,2.302585092994046,10.504761442988068,4.248495242049359,True,-9.229642104186498,-0.08287206810309786,0.35855898844581885,0.3700539596946379,2.215719159972384,5.8805329864007,9.089527751759436,8.944811104165534,2.4162517378812174,5.961005339623274,3.9318256327243257,4.04305126783455,4.663439094112067,2.3978952727983707,1,1,0,1.3496706594777412,0.0,1.0,1,0,0,0,0,-5.157702119035109,-5.046476483924884,-4.426088657647368,0.7486877323198545,0.30898692300490005,0.04378244188670729,16.99356438831222
